device_id,DeviceType,DeviceInfo
DEVICE_HT0703K16,mobile,HT0703K16
DEVICE_LG-H221,desktop,LG-H221
DEVICE_G3123 Build/40.0.A.6.189,mobile,G3123 Build/40.0.A.6.189
DEVICE_F8131,mobile,F8131
DEVICE_H550,mobile,H550
DEVICE_AERIAL Build/NRD90M,mobile,AERIAL Build/NRD90M
DEVICE_SM-G965U Build/R16NW,mobile,SM-G965U Build/R16NW
DEVICE_LG-SP320,mobile,LG-SP320
DEVICE_SAMSUNG SM-G965U1 Build/R16NW,mobile,SAMSUNG SM-G965U1 Build/R16NW
DEVICE_SAMSUNG SM-N950U Build/R16NW,mobile,SAMSUNG SM-N950U Build/R16NW
DEVICE_HTCD200LVW,mobile,HTCD200LVW
DEVICE_R831L,mobile,R831L
DEVICE_Swift,mobile,Swift
DEVICE_PRA507,mobile,PRA507
DEVICE_P01M,mobile,P01M
DEVICE_M4 SS4457-R Build/NRD90M,mobile,M4 SS4457-R Build/NRD90M
DEVICE_SM-T380,mobile,SM-T380
DEVICE_SM-N950U Build/R16NW,mobile,SM-N950U Build/R16NW
DEVICE_LG-H820,mobile,LG-H820
DEVICE_SM-P600,mobile,SM-P600
DEVICE_SAMSUNG-SM-G900A Build/KOT49H,mobile,SAMSUNG-SM-G900A Build/KOT49H
DEVICE_P00A,mobile,P00A
DEVICE_iris50,mobile,iris50
DEVICE_SM-G960U Build/R16NW,mobile,SM-G960U Build/R16NW
DEVICE_M10/Q1010,mobile,M10/Q1010
DEVICE_HTCD100LVWPP,mobile,HTCD100LVWPP
DEVICE_RNE-L21 Build/HUAWEIRNE-L21,mobile,RNE-L21 Build/HUAWEIRNE-L21
DEVICE_vivo,mobile,vivo
DEVICE_AX705,mobile,AX705
DEVICE_SM-G955F Build/R16NW,mobile,SM-G955F Build/R16NW
DEVICE_SAMSUNG-SM-T377A,mobile,SAMSUNG-SM-T377A
DEVICE_LG-V522,mobile,LG-V522
DEVICE_Z557BL,mobile,Z557BL
DEVICE_SM-T587P,mobile,SM-T587P
DEVICE_A577VL,mobile,A577VL
DEVICE_SAMSUNG SM-J250M Build/NMF26X,mobile,SAMSUNG SM-J250M Build/NMF26X
DEVICE_Z,mobile,Z
DEVICE_HTC_One,mobile,HTC_One
DEVICE_WAS-LX1 Build/HUAWEIWAS-LX1,mobile,WAS-LX1 Build/HUAWEIWAS-LX1
DEVICE_Pixel 2 XL Build/OPM2.171019.029,mobile,Pixel 2 XL Build/OPM2.171019.029
DEVICE_F3111 Build/33.3.A.1.115,mobile,F3111 Build/33.3.A.1.115
DEVICE_SAMSUNG-SM-G920AZ,mobile,SAMSUNG-SM-G920AZ
DEVICE_SAMSUNG SM-G960U Build/R16NW,mobile,SAMSUNG SM-G960U Build/R16NW
DEVICE_B1-750,mobile,B1-750
DEVICE_Pixel Build/OPM2.171019.029,mobile,Pixel Build/OPM2.171019.029
DEVICE_Moto E (4) Build/NDQS26.69-64-2,desktop,Moto E (4) Build/NDQS26.69-64-2
DEVICE_Dream,mobile,Dream
DEVICE_GT-S7582L,mobile,GT-S7582L
DEVICE_SM-A730F Build/NMF26X,mobile,SM-A730F Build/NMF26X
DEVICE_ZA990,mobile,ZA990
DEVICE_4009F,mobile,4009F
DEVICE_Moto C Build/NRD90M.070,mobile,Moto C Build/NRD90M.070
DEVICE_C6603,mobile,C6603
DEVICE_E6683,mobile,E6683
DEVICE_SM-G925R4,mobile,SM-G925R4
DEVICE_Kylin,mobile,Kylin
DEVICE_SM-G901F,mobile,SM-G901F
DEVICE_WAS-LX2J,mobile,WAS-LX2J
DEVICE_AM508,mobile,AM508
DEVICE_LGMS395,mobile,LGMS395
DEVICE_SM-G965F Build/R16NW,mobile,SM-G965F Build/R16NW
DEVICE_DASH,mobile,DASH
DEVICE_SM-G9650 Build/R16NW,mobile,SM-G9650 Build/R16NW
DEVICE_A463BG,mobile,A463BG
DEVICE_SM-G930P,mobile,SM-G930P
DEVICE_SM-P355M,mobile,SM-P355M
DEVICE_SAMSUNG SM-G935W8 Build/NRD90M,mobile,SAMSUNG SM-G935W8 Build/NRD90M
DEVICE_G3313 Build/43.0.A.7.25,mobile,G3313 Build/43.0.A.7.25
DEVICE_rv:61.0,mobile,rv:61.0
DEVICE_SM-J510MN Build/NMF26X,mobile,SM-J510MN Build/NMF26X
DEVICE_rv:33.0,desktop,rv:33.0
DEVICE_Moto G Play Build/NPIS26.48-36-5,mobile,Moto G Play Build/NPIS26.48-36-5
DEVICE_ASUS_X00ID,mobile,ASUS_X00ID
DEVICE_SM-G361F,mobile,SM-G361F
DEVICE_SP7731G,mobile,SP7731G
DEVICE_GT-I8190N,mobile,GT-I8190N
DEVICE_F80'S+,mobile,F80'S+
DEVICE_6055B,mobile,6055B
DEVICE_Redmi Note 5A Build/N2G47H,mobile,Redmi Note 5A Build/N2G47H
DEVICE_47418,mobile,47418
DEVICE_SMART,mobile,SMART
DEVICE_Alumini3 Build/MRA58K,mobile,Alumini3 Build/MRA58K
DEVICE_TA-1038 Build/O00623,mobile,TA-1038 Build/O00623
DEVICE_SAMSUNG-SM-J727AZ,mobile,SAMSUNG-SM-J727AZ
DEVICE_HTC_One_M8/4.28.502.2,mobile,HTC_One_M8/4.28.502.2
DEVICE_BND-L34,mobile,BND-L34
DEVICE_LG-M200 Build/NRD90U,mobile,LG-M200 Build/NRD90U
DEVICE_Hisense E51 Build/LMY47V,mobile,Hisense E51 Build/LMY47V
DEVICE_Moto G (5) Plus Build/NPNS25.137-92-8,desktop,Moto G (5) Plus Build/NPNS25.137-92-8
DEVICE_SM-J700T1,mobile,SM-J700T1
DEVICE_SM-N910T Build/LMY47X,mobile,SM-N910T Build/LMY47X
DEVICE_SM-N950U1 Build/R16NW,mobile,SM-N950U1 Build/R16NW
DEVICE_LG-LG870,mobile,LG-LG870
DEVICE_Alcatel,mobile,Alcatel
DEVICE_SAMSUNG SM-N950U1 Build/R16NW,mobile,SAMSUNG SM-N950U1 Build/R16NW
DEVICE_BV8000Pro,mobile,BV8000Pro
DEVICE_T08,mobile,T08
DEVICE_SM-G960F Build/R16NW,mobile,SM-G960F Build/R16NW
DEVICE_SAMSUNG SM-G9650 Build/R16NW,mobile,SAMSUNG SM-G9650 Build/R16NW
DEVICE_SM-J120M,mobile,SM-J120M
DEVICE_SAMSUNG SM-G892A Build/R16NW,mobile,SAMSUNG SM-G892A Build/R16NW
DEVICE_G3123 Build/40.0.A.6.175,mobile,G3123 Build/40.0.A.6.175
DEVICE_Fusion5_u7,mobile,Fusion5_u7
DEVICE_SGH-I747M,desktop,SGH-I747M
DEVICE_Moto G (5) Plus Build/NPNS25.137-93-8,mobile,Moto G (5) Plus Build/NPNS25.137-93-8
DEVICE_SM-G570F,mobile,SM-G570F
DEVICE_SM-G615F,mobile,SM-G615F
DEVICE_SM-T810,mobile,SM-T810
DEVICE_MTT,mobile,MTT
DEVICE_VS425,mobile,VS425
DEVICE_F5122,mobile,F5122
DEVICE_ASUS_Z01BDC,mobile,ASUS_Z01BDC
DEVICE_SM-G955W,mobile,SM-G955W
DEVICE_PULP 4G Build/LMY47V,desktop,PULP 4G Build/LMY47V
DEVICE_SAMSUNG SM-G965F Build/R16NW,mobile,SAMSUNG SM-G965F Build/R16NW
DEVICE_E5306,mobile,E5306
DEVICE_ASUS_X018D,mobile,ASUS_X018D
DEVICE_LG-H933,mobile,LG-H933
DEVICE_SAMSUNG SM-G965U Build/R16NW,mobile,SAMSUNG SM-G965U Build/R16NW
DEVICE_X78,desktop,X78
DEVICE_Techpad,mobile,Techpad
DEVICE_Build/OPM1.171019.011,mobile,Build/OPM1.171019.011
DEVICE_R2,mobile,R2
DEVICE_SM-J700F,mobile,SM-J700F
DEVICE_SM-A300M Build/KTU84P,desktop,SM-A300M Build/KTU84P
DEVICE_ASUS_X00HD Build/NMF26F,mobile,ASUS_X00HD Build/NMF26F
DEVICE_BLADE V8Q Build/N2G47H,mobile,BLADE V8Q Build/N2G47H
DEVICE_Northwell,desktop,Northwell
DEVICE_AX821 Build/MRA58K,mobile,AX821 Build/MRA58K
DEVICE_Moto G (5) Build/NPPS25.137-93-8,desktop,Moto G (5) Build/NPPS25.137-93-8
DEVICE_D5503,desktop,D5503
DEVICE_moto x4 Build/OPWS27.57-40-14,mobile,moto x4 Build/OPWS27.57-40-14
DEVICE_DOMOS,mobile,DOMOS
DEVICE_Aquaris X Build/NMF26F,mobile,Aquaris X Build/NMF26F
DEVICE_LG-V410/V41020c,mobile,LG-V410/V41020c
DEVICE_UL40,mobile,UL40
DEVICE_EML-L29 Build/HUAWEIEML-L29,mobile,EML-L29 Build/HUAWEIEML-L29
DEVICE_LGMS631,desktop,LGMS631
DEVICE_SM-G950U1 Build/R16NW,mobile,SM-G950U1 Build/R16NW
DEVICE_ASUS_A001,mobile,ASUS_A001
DEVICE_F8332,mobile,F8332
DEVICE_SM-G892A,mobile,SM-G892A
DEVICE_Hisense F24 Build/NRD90M,mobile,Hisense F24 Build/NRD90M
DEVICE_A0001,mobile,A0001
DEVICE_AX1060,mobile,AX1060
DEVICE_SM-P550,mobile,SM-P550
DEVICE_HTC_Desire_820,mobile,HTC_Desire_820
DEVICE_TA-1032,mobile,TA-1032
DEVICE_SM-T670,mobile,SM-T670
DEVICE_verykoolS5005,mobile,verykoolS5005
DEVICE_Shift Build/LMY47I,mobile,Shift Build/LMY47I
DEVICE_F5121 Build/34.4.A.2.19,mobile,F5121 Build/34.4.A.2.19
DEVICE_SAMSUNG SM-G950U1 Build/R16NW,mobile,SAMSUNG SM-G950U1 Build/R16NW
DEVICE_moto g(6) play Build/OPP27.61-14-4,desktop,moto g(6) play Build/OPP27.61-14-4
DEVICE_CLT-L09,mobile,CLT-L09
DEVICE_XT1710-02 Build/NDSS26.118-23-19-6,mobile,XT1710-02 Build/NDSS26.118-23-19-6
DEVICE_TA-1028 Build/O00623,mobile,TA-1028 Build/O00623
DEVICE_MotoG3-TE Build/MPD24.65-33,mobile,MotoG3-TE Build/MPD24.65-33
DEVICE_SM-G850M,mobile,SM-G850M
DEVICE_Build/KOT49H,mobile,Build/KOT49H
DEVICE_SM-G920T,mobile,SM-G920T
DEVICE_LG-D373,mobile,LG-D373
DEVICE_SAMSUNG SM-A710M Build/NRD90M,mobile,SAMSUNG SM-A710M Build/NRD90M
DEVICE_6037B,mobile,6037B
DEVICE_AKUS,mobile,AKUS
DEVICE_Pixel 2 XL Build/OPM2.171019.029.B1,mobile,Pixel 2 XL Build/OPM2.171019.029.B1
DEVICE_ONEPLUS A5010 Build/OPM1.171019.011,mobile,ONEPLUS A5010 Build/OPM1.171019.011
DEVICE_verykoolS5524,mobile,verykoolS5524
DEVICE_A3-A20,mobile,A3-A20
DEVICE_Pixel Build/OPM4.171019.016.B1,mobile,Pixel Build/OPM4.171019.016.B1
DEVICE_SM-G920P,mobile,SM-G920P
DEVICE_verykoolS5530 Build/LMY47I,mobile,verykoolS5530 Build/LMY47I
DEVICE_N9560 Build/NMF26F,mobile,N9560 Build/NMF26F
DEVICE_SM-J700T Build/MMB29K,mobile,SM-J700T Build/MMB29K
DEVICE_E6790TM,mobile,E6790TM
DEVICE_E501,mobile,E501
DEVICE_Bolt,mobile,Bolt
DEVICE_ZA509,mobile,ZA509
DEVICE_GT-S7582,mobile,GT-S7582
DEVICE_FEVER,mobile,FEVER
DEVICE_CPH1607,mobile,CPH1607
DEVICE_SM-J250M Build/NMF26X,mobile,SM-J250M Build/NMF26X
DEVICE_SAMSUNG SM-G930F/XXU2DRC1 Build/NRD90M,mobile,SAMSUNG SM-G930F/XXU2DRC1 Build/NRD90M
DEVICE_SM-G530T1,mobile,SM-G530T1
DEVICE_LG-K350,mobile,LG-K350
DEVICE_TA-1025 Build/OPR1.170623.026,mobile,TA-1025 Build/OPR1.170623.026
DEVICE_SM-N950F Build/R16NW,mobile,SM-N950F Build/R16NW
DEVICE_Moto G (5) Plus Build/NPNS25.137-92-10,mobile,Moto G (5) Plus Build/NPNS25.137-92-10
DEVICE_5044A,mobile,5044A
DEVICE_S471,mobile,S471
DEVICE_XT1609 Build/NPIS26.48-38-3,mobile,XT1609 Build/NPIS26.48-38-3
DEVICE_STUDIO_G_HD,mobile,STUDIO_G_HD
DEVICE_Moto G (4) Build/NPJS25.93-14-18,mobile,Moto G (4) Build/NPJS25.93-14-18
DEVICE_Hisense F8 MINI Build/NRD90M,mobile,Hisense F8 MINI Build/NRD90M
DEVICE_SM-J7108,mobile,SM-J7108
DEVICE_XT1563 Build/MPD24.65-25,mobile,XT1563 Build/MPD24.65-25
DEVICE_Android 7.1.2,mobile,Android 7.1.2
DEVICE_SAMSUNG SM-N910V Build/MMB29M,mobile,SAMSUNG SM-N910V Build/MMB29M
DEVICE_ANE-LX3 Build/HUAWEIANE-LX3,mobile,ANE-LX3 Build/HUAWEIANE-LX3
DEVICE_Redmi Note 4X Build/MRA58K,mobile,Redmi Note 4X Build/MRA58K
DEVICE_SM-J120W,mobile,SM-J120W
DEVICE_SM-G900FD,mobile,SM-G900FD
DEVICE_7_Plus,mobile,7_Plus
DEVICE_Moto G (5) Build/NPP25.137-33,mobile,Moto G (5) Build/NPP25.137-33
DEVICE_Alumini3Plus,mobile,Alumini3Plus
DEVICE_H3321,mobile,H3321
DEVICE_SM-T330,mobile,SM-T330
DEVICE_Azumi_KINZO_A5_QL,mobile,Azumi_KINZO_A5_QL
DEVICE_Z965 Build/NMF26V,mobile,Z965 Build/NMF26V
DEVICE_GT-N8010,mobile,GT-N8010
DEVICE_LS5,mobile,LS5
DEVICE_Y550-L02,mobile,Y550-L02
DEVICE_GT-I9506,mobile,GT-I9506
DEVICE_SAMSUNG SM-G955F Build/R16NW,mobile,SAMSUNG SM-G955F Build/R16NW
DEVICE_SGP611,mobile,SGP611
DEVICE_Pixel XL Build/OPM4.171019.016.B1,mobile,Pixel XL Build/OPM4.171019.016.B1
DEVICE_RNE-L23 Build/HUAWEIRNE-L23,mobile,RNE-L23 Build/HUAWEIRNE-L23
DEVICE_Z812,mobile,Z812
DEVICE_IO,mobile,IO
DEVICE_YOLO,mobile,YOLO
DEVICE_XT1635-02 Build/OPN27.76-12-22,mobile,XT1635-02 Build/OPN27.76-12-22
DEVICE_RNE-L22 Build/HUAWEIRNE-L22,mobile,RNE-L22 Build/HUAWEIRNE-L22
DEVICE_SAMSUNG SM-J327AZ Build/NRD90M,mobile,SAMSUNG SM-J327AZ Build/NRD90M
DEVICE_SM-G955U1 Build/R16NW,mobile,SM-G955U1 Build/R16NW
DEVICE_Moto E (4) Plus Build/NMA26.42-152,mobile,Moto E (4) Plus Build/NMA26.42-152
DEVICE_D2406,mobile,D2406
DEVICE_ORION,mobile,ORION
DEVICE_CPH1723,mobile,CPH1723
DEVICE_G630-U251,mobile,G630-U251
DEVICE_ASUS_X008D Build/NRD90M,mobile,ASUS_X008D Build/NRD90M
DEVICE_Nexus 5X Build/OPR4.170623.006,mobile,Nexus 5X Build/OPR4.170623.006
DEVICE_LDN-LX3 Build/HUAWEILDN-LX3,mobile,LDN-LX3 Build/HUAWEILDN-LX3
DEVICE_G8142,mobile,G8142
DEVICE_LG-K212,mobile,LG-K212
DEVICE_SM-A520F Build/R16NW,mobile,SM-A520F Build/R16NW
DEVICE_Z955A,mobile,Z955A
DEVICE_LG-E975,mobile,LG-E975
